id,code,area,subarea,title,subtitle,authors,edition,volume,language,is_reserved
6659709643441,BIO-07.01,Biologia,7,Biochemistry & Molecular Biology of Plants,,"Buchanan, Gruissem, Jones",1,0,2,0
5143239814125,BIO-07.02,Biologia,7,Biologia Vegetal,,"Raven, Evert, Eichhorn",6,0,1,0
8439133055250,BIO-07.03,Biologia,7,Plant Biology,,"Smith, Coupland, Dolan, Harberd, Jones",1,0,2,0
8402782809031,QUI-01.01,Química,1,Chemical Principles,,"Atkins, Jones",2,0,2,0
4214166333162,QUI-01.02  v.1,Química,1,Química,A Matéria e sua Transformações,"Brady, Sense",5,1,1,0
2214266933981,QUI-01.03  v.4,Química,1,Coleção de Química Conceitual,"Química de Coordenação, Organometálica e Catálise",Henrique E. Toma,1,4,1,0
2504856623256,QUI-01.03  v.3,Química,1,Coleção de Química Conceitual,Elementos Qímicos e seus Compostos,Henrique E. Toma,1,3,1,0
3940470113367,QUI-01.03  v.2,Química,1,Coleção de Química Conceitual,"Energia, Estados e Transformações Químicas",Henrique E. Toma,1,2,1,0
7716532864425,QUI-01.03  v.1,Química,1,Coleção de Química Conceitual,"Estrutura Atômica, Ligações e Estereoquimica",Henrique E. Toma,1,1,1,0
6482330729785,QUI-01.04,Química,1,Study Guide to Accompany Chemistry and Chemical Reactivity Kotz & Purcell,,Harry E. Pence,2,0,2,0
3374299444973,QUI-01.05,Química,1,"Introduction to General, Organic & Biochemistry",,"Bettelheim, March",4,0,2,0
2095504269365,QUI-01.06,Química,1,General Chemistry with Qualitative Analysis,,"Whitten, Gailey, Davis",4,0,2,0
1997580228360,QUI-01.07,Química,1,Quimica General,,Gaston P. Muzzo,1,0,3,0
5291525963634,QUI-01.08,Química,1,Principios Básicos de Química,,"Gray, Haight Jr.",1,0,3,0
3835914325157,QUI-01.09,Química,1,Química,Um Curso Universitário,"Mahan, Myers",4,0,1,0
6491738261056,QUI-01.10,Química,1,Neoquímica,A Química Moderna e Suas Aplicações,Nina Hall,1,0,1,0
4901640415734,QUI-01.11,Química,1,Química ao Cubo,,"Burrows, Holman, Parsons, Pilling, Price",1,0,1,0
4538115934331,QUI-01.12,Química,1,Teaching General Chemistry,A Materials Science Companion,"Ellis, Geselbracht, Johnson, Lisensky, Robinson",1,0,2,0
1815867741725,QUI-02.01,Química,2,Physical Chemistry,,Peter William Atkins,4,0,2,0
4334486334608,QUI-02.01,Química,2,Physical Chemistry,,Peter William Atkins,4,0,2,0
